Accession,Description,15,20,25,30,35,40,45,50,55,60,# AAs,MW [kDa],calc. pI
769833001,PREDICTED: protein lethal(2)essential for life [Pogonomyrmex barbatus],1,0.769,0.304,0.915,0.586,0.303,0.316,0.196,0.217,0.173,201,22.4,6.64
769843157,PREDICTED: annexin B9-like isoform X1 [Pogonomyrmex barbatus],1,0.767,0.297,0.968,0.586,0.274,0.272,0.164,0.141,0.125,323,36.0,4.88
769845358,PREDICTED: LOW QUALITY PROTEIN: heat shock 70 kDa protein cognate 5 [Pogonomyrmex barbatus],1,0.759,0.290,0.868,0.586,0.259,0.270,0.186,0.188,0.172,724,79.4,8.47
769843499,PREDICTED: eukaryotic initiation factor 4A-I [Pogonomyrmex barbatus],1,0.773,0.352,0.842,0.586,0.331,0.314,0.205,0.238,0.192,423,48.1,5.49
769839919,"PREDICTED: pyrethroid hydrolase Ces2e-like, partial [Pogonomyrmex barbatus]",1,0.873,0.364,0.920,0.586,0.352,0.279,0.153,0.115,0.090,217,25.4,5.50
769857391,PREDICTED: venom carboxylesterase-6 [Pogonomyrmex barbatus],1,0.719,0.307,0.965,0.585,0.293,0.325,0.203,0.273,0.187,598,68.2,6.49
769845051,PREDICTED: LOW QUALITY PROTEIN: carnitine O-acetyltransferase-like [Pogonomyrmex barbatus],1,0.793,0.319,0.958,0.585,0.317,0.303,0.209,0.189,0.160,641,72.0,7.09
769865909,PREDICTED: MAP7 domain-containing protein 1-like isoform X2 [Pogonomyrmex barbatus],1,0.780,0.274,0.955,0.584,0.277,0.323,0.212,0.208,0.192,605,68.8,4.77
769847859,PREDICTED: dehydrogenase/reductase SDR family member 4-like [Pogonomyrmex barbatus],1,0.808,0.275,0.965,0.584,0.263,0.320,0.215,0.265,0.236,253,27.1,7.23
769850509,PREDICTED: LOW QUALITY PROTEIN: juvenile hormone epoxide hydrolase 1-like [Pogonomyrmex barbatus],1,0.788,0.285,0.974,0.583,0.338,0.354,0.201,0.145,0.088,768,87.9,8.82
769839060,PREDICTED: carboxypeptidase B-like isoform X2 [Pogonomyrmex barbatus],1,0.794,0.308,0.961,0.583,0.316,0.350,0.210,0.170,0.144,311,35.0,6.04
769848903,PREDICTED: V-type proton ATPase subunit E [Pogonomyrmex barbatus],1,0.775,0.310,0.918,0.582,0.324,0.334,0.242,0.212,0.215,226,26.3,8.76
769854358,PREDICTED: cytochrome P450 9e2-like [Pogonomyrmex barbatus],1,0.801,0.319,0.925,0.582,0.296,0.306,0.223,0.207,0.196,515,59.8,8.10
769861672,PREDICTED: 26S protease regulatory subunit 6A-B [Pogonomyrmex barbatus],1,0.828,0.289,0.910,0.581,0.281,0.292,0.191,0.197,0.174,428,47.6,5.10
769864460,PREDICTED: dnaJ homolog subfamily A member 1 [Pogonomyrmex barbatus],1,0.798,0.327,0.984,0.581,0.335,0.281,0.161,0.172,0.159,399,44.9,6.47
769837243,PREDICTED: 60S acidic ribosomal protein P0-like [Pogonomyrmex barbatus],1,0.816,0.274,0.950,0.580,0.272,0.259,0.200,0.193,0.194,317,34.2,6.28
769837406,PREDICTED: uncharacterized protein LOC105422274 [Pogonomyrmex barbatus],1,0.777,0.316,1.017,0.580,0.305,0.346,0.232,0.209,0.177,657,76.0,6.25
769848319,PREDICTED: phosphomannomutase [Pogonomyrmex barbatus],1,0.772,0.312,0.961,0.580,0.310,0.301,0.211,0.206,0.187,260,29.9,5.55
769862580,PREDICTED: transitional endoplasmic reticulum ATPase TER94 [Pogonomyrmex barbatus],1,0.774,0.296,0.949,0.579,0.290,0.311,0.169,0.178,0.146,801,88.8,5.29
769838412,PREDICTED: glutathione S-transferase theta-1-like [Pogonomyrmex barbatus],1,0.817,0.295,1.003,0.579,0.306,0.337,0.181,0.127,0.080,223,26.1,8.21
769835555,PREDICTED: serine/threonine-protein phosphatase 2B catalytic subunit 2 isoform X5 [Pogonomyrmex barbatus],1,0.793,0.301,0.942,0.578,0.295,0.289,0.187,0.174,0.158,482,54.4,5.94
769830931,PREDICTED: uncharacterized protein LOC105424846 [Pogonomyrmex barbatus],1,0.873,0.302,0.998,0.578,0.309,0.313,0.227,0.231,0.209,406,46.2,5.80
769864107,PREDICTED: sorbitol dehydrogenase-like [Pogonomyrmex barbatus],1,0.791,0.294,0.943,0.577,0.311,0.316,0.185,0.180,0.169,350,37.7,7.80
769861272,PREDICTED: uncharacterized protein LOC105430504 [Pogonomyrmex barbatus],1,0.784,0.316,0.978,0.577,0.303,0.279,0.196,0.195,0.166,412,47.2,6.42
769861726,PREDICTED: proteasome subunit beta type-4 [Pogonomyrmex barbatus],1,0.776,0.268,0.948,0.576,0.317,0.355,0.292,0.205,0.169,250,28.0,7.39
769865112,"PREDICTED: C-1-tetrahydrofolate synthase, cytoplasmic [Pogonomyrmex barbatus]",1,0.772,0.348,0.928,0.576,0.304,0.301,0.192,0.184,0.170,963,103.5,8.53
769864447,PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC105431552 [Pogonomyrmex barbatus],1,0.773,0.318,0.966,0.575,0.318,0.312,0.207,0.164,0.132,7314,796.1,6.11
769830657,"PREDICTED: probable trans-2-enoyl-CoA reductase, mitochondrial [Pogonomyrmex barbatus]",1,0.757,0.291,0.901,0.574,0.280,0.270,0.163,0.163,0.137,368,41.1,8.53
769863651,"PREDICTED: dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial [Pogonomyrmex barbatus]",1,0.815,0.310,0.941,0.574,0.293,0.306,0.212,0.198,0.186,477,52.0,9.35
769842718,"PREDICTED: thioredoxin reductase 1, mitochondrial isoform X3 [Pogonomyrmex barbatus]",1,0.783,0.312,0.940,0.573,0.309,0.299,0.187,0.155,0.150,495,54.2,7.23
769850737,PREDICTED: dynamin isoform X12 [Pogonomyrmex barbatus],1,0.752,0.263,0.903,0.572,0.271,0.266,0.155,0.170,0.125,848,95.0,7.56
769838871,PREDICTED: cystathionine beta-synthase-like [Pogonomyrmex barbatus],1,0.755,0.297,0.906,0.572,0.281,0.303,0.208,0.195,0.246,178,19.9,9.00
769855580,PREDICTED: alpha-amylase isoform X2 [Pogonomyrmex barbatus],1,0.795,0.286,0.967,0.572,0.296,0.340,0.188,0.166,0.137,492,55.9,7.17
769855578,PREDICTED: alpha-amylase isoform X1 [Pogonomyrmex barbatus],1,0.795,0.286,0.967,0.572,0.296,0.340,0.188,0.166,0.137,492,55.9,6.68
769839675,"PREDICTED: electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial isoform X2 [Pogonomyrmex barbatus]",1,0.759,0.282,0.954,0.571,0.275,0.241,0.139,0.144,0.122,600,66.3,7.56
769847794,PREDICTED: 14-3-3 protein zeta [Pogonomyrmex barbatus],1,0.810,0.307,1.017,0.571,0.307,0.331,0.171,0.141,0.119,274,31.7,5.53
769842741,PREDICTED: heat shock 70 kDa protein cognate 3 [Pogonomyrmex barbatus],1,0.769,0.299,0.916,0.571,0.298,0.332,0.210,0.210,0.163,1044,115.0,5.87
769858661,PREDICTED: 97 kDa heat shock protein isoform X2 [Pogonomyrmex barbatus],1,0.764,0.317,0.929,0.570,0.323,0.331,0.214,0.211,0.173,831,93.4,5.55
769855938,PREDICTED: LOW QUALITY PROTEIN: neprilysin-like [Pogonomyrmex barbatus],1,0.747,0.281,0.870,0.570,0.282,0.322,0.178,0.179,0.140,955,111.2,5.03
769863866,PREDICTED: V-type proton ATPase subunit G [Pogonomyrmex barbatus],1,0.840,0.353,1.030,0.569,0.353,0.421,0.250,0.324,0.316,118,13.8,9.14
769835104,PREDICTED: LOW QUALITY PROTEIN: transketolase-like protein 2 [Pogonomyrmex barbatus],1,0.810,0.328,0.889,0.569,0.303,0.250,0.165,0.151,0.130,627,67.8,7.61
769842140,PREDICTED: cytosolic non-specific dipeptidase [Pogonomyrmex barbatus],1,0.773,0.299,0.909,0.568,0.274,0.243,0.167,0.163,0.132,477,53.3,6.19
769836872,PREDICTED: alcohol dehydrogenase class-3 isoform X2 [Pogonomyrmex barbatus],1,0.800,0.343,0.903,0.567,0.332,0.356,0.196,0.166,0.141,377,40.5,6.81
769852927,PREDICTED: 26S protease regulatory subunit 8 [Pogonomyrmex barbatus],1,0.875,0.365,1.041,0.566,0.261,0.369,0.214,0.211,0.125,405,45.7,8.50
769858605,PREDICTED: short-chain dehydrogenase/reductase family 16C member 6-like isoform X3 [Pogonomyrmex barbatus],1,0.767,0.262,0.915,0.566,0.277,0.284,0.183,0.196,0.164,307,34.0,6.92
769836271,PREDICTED: synaptic vesicle membrane protein VAT-1 homolog-like [Pogonomyrmex barbatus],1,0.723,0.308,0.889,0.566,0.346,0.465,0.317,0.302,0.280,471,51.1,5.86
769867479,PREDICTED: serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform isoform X1 [Pogonomyrmex barbatus],1,0.789,0.318,0.932,0.564,0.285,0.272,0.175,0.180,0.156,590,65.5,4.96
769833112,PREDICTED: peroxisomal multifunctional enzyme type 2-like [Pogonomyrmex barbatus],1,0.790,0.313,0.875,0.563,0.296,0.316,0.217,0.217,0.165,215,22.8,9.45
769854934,PREDICTED: V-type proton ATPase catalytic subunit A [Pogonomyrmex barbatus],1,0.757,0.298,0.902,0.563,0.268,0.264,0.153,0.165,0.156,616,68.4,5.43
769868196,PREDICTED: non-specific lipid-transfer protein [Pogonomyrmex barbatus],1,0.759,0.299,0.923,0.562,0.298,0.283,0.181,0.171,0.145,539,58.8,7.91
769838703,PREDICTED: cytoglobin-2 [Pogonomyrmex barbatus],1,0.765,0.282,0.948,0.562,0.324,0.320,0.181,0.203,0.145,169,19.8,8.81
769851555,PREDICTED: uncharacterized protein LOC105427249 [Pogonomyrmex barbatus],1,0.735,0.288,0.926,0.562,0.284,0.281,0.163,0.133,0.116,195,22.3,9.41
769865605,PREDICTED: cytoplasmic aconitate hydratase-like [Pogonomyrmex barbatus],1,0.757,0.305,0.875,0.561,0.270,0.264,0.191,0.166,0.154,891,98.3,7.23
769861166,PREDICTED: ras-related protein Rab-1A [Pogonomyrmex barbatus],1,0.814,0.323,0.862,0.561,0.285,0.291,0.185,0.200,0.173,206,23.1,5.68
769837203,PREDICTED: putative aldehyde dehydrogenase family 7 member A1 homolog [Pogonomyrmex barbatus],1,0.811,0.316,0.951,0.561,0.276,0.257,0.173,0.195,0.167,530,57.0,8.25
769865326,"PREDICTED: glutathione S-transferase 1, isoform C-like isoform X1 [Pogonomyrmex barbatus]",1,0.795,0.295,0.946,0.560,0.317,0.253,0.147,0.132,0.105,215,24.4,7.40
769853448,"PREDICTED: ADP,ATP carrier protein 2 [Pogonomyrmex barbatus]",1,0.845,0.348,0.830,0.559,0.284,0.258,0.168,0.178,0.166,300,33.1,9.74
769832256,"PREDICTED: 3-ketoacyl-CoA thiolase, mitochondrial-like [Pogonomyrmex barbatus]",1,0.789,0.279,0.987,0.559,0.311,0.325,0.176,0.095,0.074,399,42.0,8.90
769851277,"PREDICTED: carbonic anhydrase 5A, mitochondrial isoform X2 [Pogonomyrmex barbatus]",1,0.788,0.325,0.983,0.557,0.298,0.271,0.218,0.177,0.137,250,28.2,6.79
769848590,"PREDICTED: elongation factor Tu, mitochondrial-like [Pogonomyrmex barbatus]",1,0.795,0.329,0.872,0.557,0.304,0.300,0.197,0.196,0.194,471,52.3,8.31
769862152,PREDICTED: glycine N-methyltransferase [Pogonomyrmex barbatus],1,0.813,0.322,0.932,0.557,0.301,0.268,0.192,0.172,0.163,292,33.5,6.62
769856412,"PREDICTED: LOW QUALITY PROTEIN: succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial-like [Pogonomyrmex barbatus]",1,0.790,0.282,0.929,0.555,0.284,0.265,0.150,0.140,0.126,854,92.7,7.02
769856500,PREDICTED: apolipoprotein D-like [Pogonomyrmex barbatus],1,0.737,0.323,0.951,0.555,0.354,0.396,0.245,0.252,0.205,188,21.4,6.65
769862178,PREDICTED: cAMP-dependent protein kinase catalytic subunit [Pogonomyrmex barbatus],1,0.830,0.285,0.865,0.555,0.285,0.268,0.192,0.173,0.179,353,40.7,8.91
769833231,PREDICTED: LOW QUALITY PROTEIN: sarcalumenin-like [Pogonomyrmex barbatus],1,0.803,0.337,0.923,0.554,0.343,0.369,0.222,0.226,0.193,912,103.9,4.31
769854356,PREDICTED: cytochrome P450 9e2-like [Pogonomyrmex barbatus],1,0.772,0.321,0.917,0.554,0.286,0.297,0.209,0.202,0.173,515,59.7,7.71
769856445,PREDICTED: LOW QUALITY PROTEIN: GTP-binding protein SAR1b [Pogonomyrmex barbatus],1,0.765,0.293,0.875,0.552,0.293,0.237,0.129,0.159,0.121,189,21.7,8.38
769858035,PREDICTED: T-complex protein 1 subunit delta [Pogonomyrmex barbatus],1,0.753,0.288,0.908,0.552,0.261,0.263,0.162,0.160,0.156,539,58.0,7.28
769855756,PREDICTED: 26S proteasome non-ATPase regulatory subunit 11 [Pogonomyrmex barbatus],1,0.741,0.279,0.951,0.551,0.281,0.274,0.141,0.103,0.083,423,47.2,6.67
769837172,PREDICTED: LOW QUALITY PROTEIN: heterogeneous nuclear ribonucleoprotein 27C [Pogonomyrmex barbatus],1,0.811,0.371,0.975,0.551,0.398,0.411,0.254,0.237,0.203,462,48.9,8.41
769840617,PREDICTED: 14-3-3 protein epsilon [Pogonomyrmex barbatus],1,0.809,0.309,1.002,0.550,0.307,0.359,0.197,0.152,0.131,256,29.1,4.84
769855039,PREDICTED: retinal dehydrogenase 1 [Pogonomyrmex barbatus],1,0.778,0.317,0.970,0.550,0.320,0.324,0.191,0.174,0.148,488,52.9,5.94
769837770,"PREDICTED: ATP synthase subunit b, mitochondrial [Pogonomyrmex barbatus]",1,0.760,0.283,0.891,0.548,0.245,0.198,0.142,0.143,0.128,236,27.1,8.32
769841800,PREDICTED: delta-1-pyrroline-5-carboxylate synthase [Pogonomyrmex barbatus],1,0.747,0.307,0.922,0.548,0.292,0.296,0.198,0.196,0.172,790,85.6,6.90
769858931,PREDICTED: T-complex protein 1 subunit beta [Pogonomyrmex barbatus],1,0.722,0.313,0.837,0.548,0.277,0.323,0.181,0.193,0.186,584,63.4,6.29
769850283,PREDICTED: 40S ribosomal protein SA [Pogonomyrmex barbatus],1,0.758,0.301,0.931,0.548,0.295,0.272,0.158,0.168,0.152,293,32.0,5.49
769859432,PREDICTED: uncharacterized protein LOC105429889 [Pogonomyrmex barbatus],1,0.754,0.344,0.936,0.548,0.382,0.606,0.375,0.493,0.430,309,34.5,5.03
769845772,PREDICTED: 40S ribosomal protein S4 [Pogonomyrmex barbatus],1,0.770,0.272,0.965,0.548,0.276,0.289,0.173,0.193,0.174,262,29.5,10.20
769859102,"PREDICTED: alpha,alpha-trehalose-phosphate synthase [UDP-forming] isoform X2 [Pogonomyrmex barbatus]",1,0.763,0.297,0.904,0.547,0.280,0.298,0.187,0.209,0.166,793,89.6,6.79
769857682,"PREDICTED: 1,4-alpha-glucan-branching enzyme [Pogonomyrmex barbatus]",1,0.811,0.306,0.967,0.547,0.295,0.259,0.176,0.189,0.148,736,84.9,6.43
769832501,PREDICTED: vinculin-like [Pogonomyrmex barbatus],1,0.679,0.267,0.924,0.546,0.276,0.328,0.181,0.180,0.160,408,45.4,6.64
769837456,PREDICTED: translation elongation factor 2 [Pogonomyrmex barbatus],1,0.794,0.288,0.887,0.545,0.281,0.257,0.168,0.172,0.148,844,94.6,6.52
769837334,"PREDICTED: probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial isoform X2 [Pogonomyrmex barbatus]",1,0.811,0.295,0.930,0.545,0.291,0.271,0.174,0.190,0.130,496,53.5,7.78
769854023,PREDICTED: aminopeptidase N-like [Pogonomyrmex barbatus],1,0.765,0.295,0.907,0.545,0.276,0.282,0.167,0.149,0.125,798,92.6,5.40
769860051,PREDICTED: LOW QUALITY PROTEIN: cytosol aminopeptidase-like [Pogonomyrmex barbatus],1,0.783,0.290,0.870,0.544,0.266,0.275,0.173,0.164,0.132,519,56.4,6.86
769848588,PREDICTED: GTP-binding nuclear protein Ran [Pogonomyrmex barbatus],1,0.764,0.316,0.875,0.542,0.285,0.241,0.157,0.143,0.107,215,24.7,7.42
769849794,PREDICTED: ester hydrolase C11orf54 homolog [Pogonomyrmex barbatus],1,0.776,0.316,0.939,0.542,0.324,0.262,0.169,0.161,0.122,337,37.7,5.54
769841161,PREDICTED: LOW QUALITY PROTEIN: D-arabinitol dehydrogenase 1-like [Pogonomyrmex barbatus],1,0.782,0.287,0.964,0.542,0.296,0.260,0.158,0.164,0.135,262,28.9,7.97
769860247,PREDICTED: zinc carboxypeptidase-like [Pogonomyrmex barbatus],1,0.781,0.299,0.928,0.540,0.292,0.297,0.191,0.150,0.106,411,46.9,6.04
769865254,PREDICTED: LOW QUALITY PROTEIN: muscle M-line assembly protein unc-89 [Pogonomyrmex barbatus],1,0.737,0.344,0.841,0.540,0.312,0.303,0.197,0.185,0.177,5681,638.1,5.63
769844311,"PREDICTED: succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial [Pogonomyrmex barbatus]",1,0.765,0.296,0.881,0.539,0.257,0.220,0.149,0.151,0.120,662,72.5,6.90
769840000,PREDICTED: uncharacterized protein LOC105423198 [Pogonomyrmex barbatus],1,0.751,0.284,0.908,0.537,0.263,0.238,0.138,0.132,0.121,276,31.2,8.73
769855540,PREDICTED: retinol dehydrogenase 11-like [Pogonomyrmex barbatus],1,0.682,0.305,0.870,0.537,0.238,0.227,0.120,0.137,0.105,344,39.2,8.60
769850654,"PREDICTED: LOW QUALITY PROTEIN: glycerol-3-phosphate dehydrogenase, mitochondrial-like [Pogonomyrmex barbatus]",1,0.763,0.289,0.917,0.537,0.267,0.255,0.153,0.165,0.147,752,84.3,6.76
769851985,PREDICTED: glutathione S-transferase-like [Pogonomyrmex barbatus],1,0.751,0.276,0.937,0.536,0.247,0.213,0.127,0.128,0.100,204,23.8,5.26
769853435,PREDICTED: heat shock 70 kDa protein cognate 4 [Pogonomyrmex barbatus],1,0.731,0.288,0.892,0.536,0.253,0.240,0.156,0.150,0.128,647,70.7,5.58
769836094,PREDICTED: zinc carboxypeptidase-like [Pogonomyrmex barbatus],1,0.782,0.332,0.915,0.535,0.326,0.301,0.191,0.159,0.138,411,46.6,6.70
769861928,PREDICTED: sepiapterin reductase-like [Pogonomyrmex barbatus],1,0.753,0.315,0.875,0.535,0.267,0.230,0.152,0.157,0.152,260,29.4,6.90
769840409,"PREDICTED: probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial isoform X2 [Pogonomyrmex barbatus]",1,0.765,0.291,0.868,0.534,0.268,0.244,0.189,0.170,0.136,396,43.6,8.07
769864853,PREDICTED: multifunctional protein ADE2-like [Pogonomyrmex barbatus],1,0.794,0.303,0.871,0.534,0.301,0.240,0.141,0.130,0.096,418,46.4,7.72
769840189,PREDICTED: elongation factor 1-alpha [Pogonomyrmex barbatus],1,0.821,0.310,0.833,0.532,0.294,0.282,0.176,0.156,0.130,461,50.5,9.09
769833886,"PREDICTED: myosin heavy chain, muscle isoform X1 [Pogonomyrmex barbatus]",1,0.789,0.331,0.831,0.532,0.331,0.388,0.254,0.284,0.243,1968,224.8,5.99
769832280,PREDICTED: beta-hexosaminidase subunit beta-like [Pogonomyrmex barbatus],1,0.807,0.295,0.927,0.531,0.280,0.281,0.156,0.141,0.129,544,62.0,6.34
769868592,"PREDICTED: ATP synthase subunit O, mitochondrial [Pogonomyrmex barbatus]",1,0.783,0.286,1.000,0.531,0.299,0.290,0.164,0.162,0.128,207,22.5,9.69
769860320,PREDICTED: ribose-phosphate pyrophosphokinase 1 isoform X3 [Pogonomyrmex barbatus],1,0.746,0.318,0.874,0.530,0.278,0.274,0.192,0.195,0.173,367,40.2,7.91
769837140,PREDICTED: dihydropteridine reductase [Pogonomyrmex barbatus],1,0.768,0.294,0.937,0.529,0.274,0.250,0.164,0.164,0.141,237,25.7,7.24
769851914,PREDICTED: valacyclovir hydrolase [Pogonomyrmex barbatus],1,0.744,0.278,0.896,0.529,0.276,0.268,0.195,0.178,0.146,299,34.4,9.07
769847678,PREDICTED: heat shock protein 83 [Pogonomyrmex barbatus],1,0.753,0.268,0.873,0.528,0.254,0.244,0.141,0.133,0.102,722,83.3,5.06
769865008,PREDICTED: bifunctional purine biosynthesis protein PURH [Pogonomyrmex barbatus],1,0.753,0.269,0.900,0.528,0.259,0.237,0.141,0.140,0.127,595,65.0,7.87
769834202,"PREDICTED: ornithine aminotransferase, mitochondrial isoform X2 [Pogonomyrmex barbatus]",1,0.775,0.272,0.917,0.528,0.244,0.215,0.136,0.101,0.085,783,87.4,8.34
769865046,PREDICTED: elongation factor 1-alpha [Pogonomyrmex barbatus],1,0.819,0.308,0.830,0.528,0.290,0.279,0.174,0.153,0.128,461,50.3,9.03
769833106,PREDICTED: peroxisomal multifunctional enzyme type 2-like isoform X3 [Pogonomyrmex barbatus],1,0.783,0.324,0.859,0.528,0.275,0.237,0.149,0.140,0.106,351,39.1,6.24
769868839,"PREDICTED: short-chain specific acyl-CoA dehydrogenase, mitochondrial, partial [Pogonomyrmex barbatus]",1,0.719,0.305,0.852,0.527,0.257,0.263,0.158,0.158,0.143,400,43.3,7.97
769846785,PREDICTED: venom carboxylesterase-6-like [Pogonomyrmex barbatus],1,0.772,0.277,0.890,0.526,0.270,0.254,0.161,0.131,0.117,565,63.7,6.76
769834007,PREDICTED: guanine nucleotide-binding protein subunit beta-like protein isoform X1 [Pogonomyrmex barbatus],1,0.783,0.286,0.936,0.526,0.262,0.252,0.169,0.204,0.152,317,35.7,7.72
769852281,PREDICTED: rab GDP dissociation inhibitor beta [Pogonomyrmex barbatus],1,0.733,0.300,0.916,0.526,0.272,0.238,0.172,0.186,0.138,442,49.7,5.78
769835514,"PREDICTED: trifunctional enzyme subunit alpha, mitochondrial [Pogonomyrmex barbatus]",1,0.785,0.274,0.884,0.526,0.273,0.244,0.134,0.120,0.099,704,76.5,9.01
769864135,PREDICTED: protein lethal(2)essential for life-like [Pogonomyrmex barbatus],1,0.817,0.307,1.067,0.525,0.327,0.353,0.219,0.213,0.221,202,23.6,7.49
769855687,PREDICTED: actin-5C [Pogonomyrmex barbatus],1,0.765,0.281,0.922,0.525,0.238,0.184,0.103,0.088,0.067,376,41.8,5.48
769865198,PREDICTED: lambda-crystallin homolog isoform X2 [Pogonomyrmex barbatus],1,0.747,0.283,0.881,0.525,0.253,0.244,0.145,0.132,0.104,296,33.3,6.80
769867078,PREDICTED: venom allergen 3-like [Pogonomyrmex barbatus],1,0.779,0.312,0.959,0.525,0.353,0.380,0.233,0.276,0.226,226,25.4,8.21
769851924,PREDICTED: tubulin beta-1 chain [Pogonomyrmex barbatus],1,0.745,0.265,0.878,0.524,0.257,0.264,0.160,0.151,0.126,447,50.1,4.86
769852501,PREDICTED: LOW QUALITY PROTEIN: phenoloxidase 2-like [Pogonomyrmex barbatus],1,0.745,0.268,0.904,0.524,0.258,0.191,0.116,0.108,0.093,694,79.6,6.61
769845410,PREDICTED: chitinase-like protein Idgf4 isoform X3 [Pogonomyrmex barbatus],1,0.751,0.276,0.907,0.524,0.256,0.252,0.158,0.159,0.137,445,49.7,8.21
769855374,PREDICTED: hexokinase type 2 isoform X3 [Pogonomyrmex barbatus],1,0.771,0.294,0.918,0.523,0.293,0.238,0.178,0.168,0.160,455,50.5,7.11
769847882,"PREDICTED: fumarate hydratase, mitochondrial-like isoform X2 [Pogonomyrmex barbatus]",1,0.786,0.270,0.913,0.523,0.279,0.224,0.126,0.109,0.090,469,51.1,6.84
769856402,PREDICTED: uncharacterized protein LOC105428898 isoform X1 [Pogonomyrmex barbatus],1,0.753,0.310,0.795,0.521,0.258,0.212,0.139,0.124,0.136,403,46.5,5.88
769841324,"PREDICTED: actin, muscle [Pogonomyrmex barbatus]",1,0.768,0.283,0.910,0.520,0.238,0.181,0.098,0.079,0.062,376,41.7,5.48
769841322,"PREDICTED: actin-5, muscle-specific [Pogonomyrmex barbatus]",1,0.768,0.283,0.910,0.520,0.238,0.181,0.098,0.079,0.062,376,41.8,5.48
769834661,PREDICTED: fructose-bisphosphate aldolase isoform X2 [Pogonomyrmex barbatus],1,0.761,0.273,0.911,0.519,0.246,0.221,0.124,0.106,0.081,365,39.6,6.87
769833561,PREDICTED: glucose-6-phosphate isomerase [Pogonomyrmex barbatus],1,0.782,0.288,0.944,0.519,0.288,0.225,0.123,0.121,0.092,555,62.4,6.92
769859915,PREDICTED: phosphoglucomutase [Pogonomyrmex barbatus],1,0.750,0.284,0.904,0.518,0.262,0.238,0.146,0.142,0.117,572,62.4,6.74
769855817,"PREDICTED: probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial [Pogonomyrmex barbatus]",1,0.749,0.273,0.876,0.517,0.262,0.236,0.147,0.141,0.122,354,39.3,8.94
769847774,PREDICTED: ATP-dependent 6-phosphofructokinase isoform X4 [Pogonomyrmex barbatus],1,0.762,0.294,0.844,0.517,0.269,0.259,0.169,0.171,0.139,796,88.0,6.99
769859727,"PREDICTED: glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic-like [Pogonomyrmex barbatus]",1,0.716,0.275,0.890,0.517,0.264,0.242,0.155,0.144,0.123,176,19.4,6.32
769868833,PREDICTED: cofilin/actin-depolymerizing factor homolog [Pogonomyrmex barbatus],1,0.722,0.280,0.916,0.516,0.292,0.293,0.163,0.176,0.149,89,10.2,9.45
769852227,PREDICTED: uncharacterized protein LOC105427512 [Pogonomyrmex barbatus],1,0.771,0.274,0.915,0.515,0.252,0.225,0.125,0.117,0.100,476,55.6,8.66
769834659,PREDICTED: fructose-bisphosphate aldolase isoform X1 [Pogonomyrmex barbatus],1,0.774,0.274,0.911,0.515,0.248,0.224,0.126,0.112,0.082,366,39.9,7.65
769840245,PREDICTED: LOW QUALITY PROTEIN: calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type [Pogonomyrmex barbatus],1,0.850,0.433,0.841,0.514,0.345,0.294,0.205,0.218,0.211,1020,112.1,5.68
769845209,PREDICTED: LOW QUALITY PROTEIN: UTP--glucose-1-phosphate uridylyltransferase [Pogonomyrmex barbatus],1,0.716,0.318,0.857,0.513,0.255,0.273,0.183,0.201,0.178,524,59.7,7.88
769835901,"PREDICTED: aldehyde dehydrogenase, dimeric NADP-preferring isoform X6 [Pogonomyrmex barbatus]",1,0.754,0.280,0.856,0.513,0.253,0.250,0.164,0.146,0.136,512,57.7,7.91
769859858,PREDICTED: aldose reductase-like isoform X2 [Pogonomyrmex barbatus],1,0.756,0.290,0.910,0.512,0.267,0.239,0.146,0.134,0.115,312,35.4,7.08
769829916,PREDICTED: cytochrome P450 4C1-like isoform X2 [Pogonomyrmex barbatus],1,0.699,0.265,0.816,0.512,0.247,0.251,0.171,0.157,0.151,212,24.5,5.91
769849279,"PREDICTED: glutaryl-CoA dehydrogenase, mitochondrial [Pogonomyrmex barbatus]",1,0.773,0.306,0.828,0.511,0.260,0.231,0.163,0.149,0.138,422,46.1,8.59
769859731,"PREDICTED: glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic-like [Pogonomyrmex barbatus]",1,0.742,0.276,0.854,0.510,0.235,0.236,0.145,0.130,0.125,360,39.7,6.90
769866073,"PREDICTED: 60 kDa heat shock protein, mitochondrial-like [Pogonomyrmex barbatus]",1,0.754,0.297,0.877,0.510,0.253,0.228,0.143,0.139,0.124,569,60.4,5.77
769837003,PREDICTED: glucose-6-phosphate 1-epimerase [Pogonomyrmex barbatus],1,0.811,0.312,0.864,0.510,0.297,0.281,0.195,0.209,0.174,278,31.9,7.14
769831548,PREDICTED: glutamine synthetase 2 cytoplasmic isoform X2 [Pogonomyrmex barbatus],1,0.780,0.289,0.911,0.510,0.303,0.258,0.155,0.139,0.115,369,41.2,7.09
